set,row,w1,w2,w3,w4
4,1112,0.199539,0.190668,0.252327,0.357466,
4,1113,0.256824,0.131832,0.338772,0.272573,
4,1114,0.255688,0.142934,0.296631,0.304748,
4,1115,0.274078,0.225482,0.207974,0.292466,
4,1116,0.199682,0.246443,0.268095,0.285780,
4,1117,0.190719,0.110461,0.379815,0.319005,
4,1118,0.244194,0.191554,0.322329,0.241924,
4,1119,0.157690,0.186404,0.290129,0.365777,
4,1120,0.279145,0.156896,0.201314,0.362646,
4,1121,0.182630,0.249649,0.254796,0.312924,
4,1122,0.231166,0.169137,0.285531,0.314166,
4,1123,0.238784,0.219914,0.222964,0.318338,
4,1124,0.156509,0.291507,0.307893,0.244091,
4,1125,0.197204,0.124206,0.395943,0.282647,
4,1126,0.159810,0.190712,0.310502,0.338975,
4,1127,0.140545,0.235709,0.286714,0.337033,
4,1128,0.313216,0.128512,0.249522,0.308749,
4,1129,0.228273,0.188159,0.236578,0.346991,
4,1130,0.304671,0.159662,0.232285,0.303382,
4,1131,0.187703,0.170830,0.296428,0.345040,
4,1132,0.179317,0.292242,0.296003,0.232437,
4,1133,0.188236,0.262654,0.331040,0.218070,
4,1134,0.227097,0.231718,0.288703,0.252482,
4,1135,0.235396,0.203859,0.257971,0.302775,
4,1136,0.208862,0.210041,0.251676,0.329421,
4,1137,0.318346,0.117130,0.251177,0.313347,
4,1138,0.224651,0.193532,0.342693,0.239123,
4,1139,0.199730,0.207064,0.240104,0.353102,
4,1140,0.233888,0.217093,0.278599,0.270420,
4,1141,0.231946,0.179821,0.273647,0.314586,
4,1142,0.224592,0.155733,0.268488,0.351188,
4,1143,0.242745,0.193829,0.284465,0.278962,
4,1144,0.295522,0.108613,0.219816,0.376050,
4,1145,0.260611,0.181425,0.246506,0.311459,
4,1146,0.242368,0.162277,0.275660,0.319695,
4,1147,0.268514,0.108606,0.327393,0.295487,
4,1148,0.244824,0.213548,0.267120,0.274508,
4,1149,0.195571,0.239231,0.326569,0.238629,
4,1150,0.231995,0.114068,0.304322,0.349615,
4,1151,0.218053,0.217107,0.304465,0.260375,
4,1152,0.157643,0.230588,0.312070,0.299699,
4,1153,0.228169,0.233947,0.296424,0.241460,
4,1154,0.213786,0.189705,0.307327,0.289182,
4,1155,0.268019,0.181395,0.247193,0.303392,
4,1156,0.256084,0.129517,0.246298,0.368101,
4,1157,0.281203,0.125811,0.272112,0.320874,
4,1158,0.255841,0.159614,0.244449,0.340097,
4,1159,0.225611,0.108304,0.357081,0.309004,
4,1160,0.206780,0.186056,0.289492,0.317672,
4,1161,0.166824,0.319898,0.276700,0.236577,
4,1162,0.253987,0.197477,0.304587,0.243949,
4,1163,0.205124,0.109781,0.321149,0.363946,
4,1164,0.184679,0.238640,0.315524,0.261158,
4,1165,0.343020,0.167467,0.213342,0.276171,
4,1166,0.157185,0.114303,0.402831,0.325681,
4,1167,0.251438,0.237910,0.279758,0.230894,
4,1168,0.158452,0.244892,0.320634,0.276021,
4,1169,0.308439,0.116448,0.272071,0.303043,
4,1170,0.175917,0.268504,0.311230,0.244348,
4,1171,0.186006,0.153478,0.311754,0.348763,
4,1172,0.229154,0.184000,0.322269,0.264577,
4,1173,0.172915,0.137401,0.290890,0.398794,
4,1174,0.179407,0.252814,0.308236,0.259543,
4,1175,0.230633,0.173496,0.277127,0.318743,
4,1176,0.322374,0.150647,0.266171,0.260807,
4,1177,0.189490,0.196440,0.303971,0.310099,
4,1178,0.210831,0.213785,0.351084,0.224300,
4,1179,0.218807,0.218291,0.236205,0.326697,
4,1180,0.237908,0.153634,0.300885,0.307573,
4,1181,0.279049,0.131177,0.313671,0.276103,
4,1182,0.215174,0.105536,0.317769,0.361520,
4,1183,0.274422,0.202454,0.284442,0.238683,
4,1184,0.265182,0.198600,0.252203,0.284014,
4,1185,0.197346,0.191607,0.290221,0.320827,
4,1186,0.219496,0.225896,0.300543,0.254064,
4,1187,0.188725,0.170211,0.266402,0.374663,
4,1188,0.255795,0.078792,0.386287,0.279127,
4,1189,0.211921,0.145403,0.302068,0.340608,
4,1190,0.204668,0.208733,0.332071,0.254528,
4,1191,0.204138,0.196363,0.334887,0.264612,
4,1192,0.195005,0.250844,0.291138,0.263013,
4,1193,0.229765,0.194762,0.338208,0.237265,
4,1194,0.260990,0.164842,0.333536,0.240631,
4,1195,0.218136,0.097603,0.388869,0.295392,
4,1196,0.224771,0.182901,0.321862,0.270466,
4,1197,0.154117,0.235170,0.262546,0.348167,
4,1198,0.211892,0.174948,0.298303,0.314858,
4,1199,0.231914,0.201045,0.260801,0.306240,
4,1200,0.196944,0.268850,0.322960,0.211246,
4,1201,0.222981,0.184822,0.255097,0.337099,
4,1202,0.219723,0.168810,0.344758,0.266709,
4,1203,0.322046,0.131774,0.264498,0.281682,
4,1204,0.247591,0.181966,0.270831,0.299612,
4,1205,0.182616,0.231510,0.332371,0.253502,
4,1206,0.261059,0.164118,0.297769,0.277054,
4,1207,0.179036,0.235814,0.339576,0.245574,
4,1208,0.171873,0.221415,0.309834,0.296877,
4,1209,0.182095,0.199443,0.292228,0.326235,
4,1210,0.223442,0.183395,0.327347,0.265816,
4,1211,0.261541,0.124461,0.238671,0.375326,
4,1212,0.277724,0.136148,0.320720,0.265409,
4,1213,0.211887,0.265395,0.283340,0.239378,
4,1214,0.252417,0.169795,0.246568,0.331220,
4,1215,0.166579,0.137505,0.410678,0.285237,
4,1216,0.219419,0.237412,0.279781,0.263388,
4,1217,0.194062,0.194486,0.288612,0.322839,
4,1218,0.171941,0.257934,0.319487,0.250638,
4,1219,0.204087,0.205670,0.323157,0.267086,
4,1220,0.223339,0.219783,0.261316,0.295562,
4,1221,0.221094,0.219107,0.307740,0.252060,
4,1222,0.168382,0.218891,0.326987,0.285740,
4,1223,0.226053,0.191102,0.290550,0.292295,
4,1224,0.203067,0.154272,0.328717,0.313944,
4,1225,0.262912,0.103775,0.261536,0.371778,
4,1226,0.253162,0.174261,0.316508,0.256069,
4,1227,0.302238,0.137623,0.251413,0.308726,
4,1228,0.198255,0.285249,0.259201,0.257295,
4,1229,0.206569,0.174234,0.347864,0.271332,
4,1230,0.185338,0.237220,0.289624,0.287818,
4,1231,0.294365,0.114694,0.246873,0.344068,
4,1232,0.214198,0.180632,0.339434,0.265735,
4,1233,0.179903,0.264544,0.272072,0.283481,
4,1234,0.216751,0.183467,0.271402,0.328380,
4,1235,0.255486,0.215026,0.294193,0.235295,
4,1236,0.198515,0.249200,0.300936,0.251349,
4,1237,0.208235,0.197739,0.332528,0.261499,
4,1238,0.169606,0.181684,0.301835,0.346874,
4,1239,0.161640,0.191728,0.343245,0.303387,
4,1240,0.167029,0.210350,0.303084,0.319538,
4,1241,0.245183,0.222478,0.286634,0.245706,
4,1242,0.204810,0.237804,0.309375,0.248011,
4,1243,0.201681,0.202687,0.297330,0.298302,
4,1244,0.255435,0.169462,0.258618,0.316486,
4,1245,0.200671,0.319910,0.279795,0.199625,
4,1246,0.272448,0.161796,0.262924,0.302832,
4,1247,0.240117,0.192568,0.298259,0.269056,
4,1248,0.260586,0.132682,0.277211,0.329521,
4,1249,0.195101,0.208662,0.282916,0.313321,
4,1250,0.219117,0.197107,0.273915,0.309861,
4,1251,0.199177,0.171450,0.268809,0.360564,
4,1252,0.165313,0.203665,0.319211,0.311810,
4,1253,0.272510,0.164394,0.234020,0.329076,
4,1254,0.160955,0.168840,0.346366,0.323839,
4,1255,0.321798,0.113262,0.254557,0.310383,
4,1256,0.241063,0.204002,0.238212,0.316723,
4,1257,0.248476,0.149737,0.303811,0.297976,
4,1258,0.205298,0.206191,0.310773,0.277738,
4,1259,0.209229,0.199962,0.332829,0.257981,
4,1260,0.190061,0.284540,0.284265,0.241134,
4,1261,0.182623,0.163865,0.296870,0.356641,
4,1262,0.221004,0.146660,0.332127,0.300209,
4,1263,0.244459,0.135795,0.253193,0.366553,
4,1264,0.185331,0.176248,0.291021,0.347400,
4,1265,0.154906,0.217552,0.401661,0.225881,
4,1266,0.193144,0.245920,0.317740,0.243196,
4,1267,0.235755,0.168367,0.254702,0.341175,
4,1268,0.176824,0.118690,0.434858,0.269628,
4,1269,0.224464,0.198283,0.308722,0.268532,
4,1270,0.282509,0.227338,0.248426,0.241727,
4,1271,0.245481,0.186998,0.264760,0.302761,
4,1272,0.257225,0.221412,0.238401,0.282962,
4,1273,0.178233,0.146150,0.365254,0.310364,
4,1274,0.222427,0.166172,0.303779,0.307622,
4,1275,0.187151,0.180517,0.267040,0.365292,
4,1276,0.187186,0.239320,0.246844,0.326649,
4,1277,0.226495,0.182615,0.276564,0.314326,
4,1278,0.201145,0.179542,0.317774,0.301539,
4,1279,0.191064,0.185804,0.386310,0.236821,
4,1280,0.211956,0.218016,0.295589,0.274439,
4,1281,0.233454,0.189925,0.266595,0.310026,
4,1282,0.236775,0.166806,0.242308,0.354112,
4,1283,0.168808,0.279726,0.303712,0.247755,
4,1284,0.237244,0.209529,0.282324,0.270903,
4,1285,0.187356,0.189029,0.296615,0.326999,
4,1286,0.162414,0.243967,0.326353,0.267266,
4,1287,0.184211,0.212896,0.359189,0.243704,
4,1288,0.241403,0.195899,0.274245,0.288454,
4,1289,0.226604,0.175735,0.299891,0.297770,
4,1290,0.186210,0.202387,0.347681,0.263723,
4,1291,0.216089,0.220911,0.266650,0.296350,
4,1292,0.244318,0.179604,0.327423,0.248656,
4,1293,0.206079,0.221372,0.297790,0.274758,
4,1294,0.187630,0.272078,0.319156,0.221136,
4,1295,0.286096,0.102348,0.313406,0.298149,
4,1296,0.205035,0.172562,0.313494,0.308909,
4,1297,0.198065,0.271944,0.256081,0.273910,
4,1298,0.168946,0.213168,0.317338,0.300548,
4,1299,0.211485,0.117181,0.373098,0.298237,
4,1300,0.235851,0.101282,0.376142,0.286726,
4,1301,0.178589,0.214465,0.338962,0.267984,
4,1302,0.267076,0.197650,0.273036,0.262238,
4,1303,0.234441,0.181771,0.252392,0.331396,
4,1304,0.259247,0.219629,0.211774,0.309349,
4,1305,0.323350,0.123773,0.282045,0.270832,
4,1306,0.195001,0.147359,0.271783,0.385857,
4,1307,0.186887,0.180058,0.303719,0.329336,
4,1308,0.217275,0.143482,0.384727,0.254516,
4,1309,0.199115,0.197514,0.316794,0.286577,
4,1310,0.235003,0.234463,0.239659,0.290875,
4,1311,0.268689,0.112521,0.301100,0.317690,
4,1312,0.186682,0.267372,0.279245,0.266700,
4,1313,0.309007,0.134548,0.232910,0.323535,
4,1314,0.239926,0.201753,0.283991,0.274329,
4,1315,0.259412,0.186081,0.295848,0.258659,
4,1316,0.193243,0.196948,0.287209,0.322600,
4,1317,0.254398,0.125738,0.278039,0.341825,
4,1318,0.185667,0.202198,0.310672,0.301463,
4,1319,0.221320,0.213740,0.328945,0.235995,
4,1320,0.210036,0.207458,0.279107,0.303399,
4,1321,0.324168,0.124863,0.234020,0.316949,
4,1322,0.271081,0.142849,0.255138,0.330932,
4,1323,0.201576,0.211309,0.324705,0.262410,
4,1324,0.297781,0.169691,0.254866,0.277662,
4,1325,0.191531,0.233253,0.280510,0.294707,
4,1326,0.212842,0.165106,0.278952,0.343100,
4,1327,0.196332,0.283254,0.275474,0.244939,
4,1328,0.253197,0.115496,0.319857,0.311450,
4,1329,0.183756,0.236811,0.371233,0.208200,
4,1330,0.172088,0.213851,0.360195,0.253866,
4,1331,0.174068,0.175607,0.281751,0.368574,
4,1332,0.187247,0.216493,0.334292,0.261968,
4,1333,0.192813,0.211890,0.301479,0.293818,
4,1334,0.256433,0.181129,0.296817,0.265621,
4,1335,0.187888,0.253006,0.299971,0.259134,
4,1336,0.207316,0.244363,0.306929,0.241392,
4,1337,0.176614,0.255278,0.300061,0.268047,
4,1338,0.235944,0.197682,0.274431,0.291942,
4,1339,0.264905,0.178941,0.284941,0.271212,
4,1340,0.232204,0.237722,0.257708,0.272366,
4,1341,0.205070,0.228325,0.259356,0.307249,
4,1342,0.240146,0.156621,0.312794,0.290439,
4,1343,0.170808,0.212783,0.322874,0.293535,
4,1344,0.234946,0.217631,0.254100,0.293323,
4,1345,0.164410,0.336694,0.229196,0.269700,
4,1346,0.171722,0.225281,0.300865,0.302132,
4,1347,0.295574,0.125004,0.301082,0.278339,
4,1348,0.190201,0.183706,0.336455,0.289638,
4,1349,0.202283,0.200184,0.298176,0.299357,
4,1350,0.174494,0.177725,0.336856,0.310925,
4,1351,0.181482,0.238930,0.313571,0.266018,
4,1352,0.198260,0.198195,0.306309,0.297237,
4,1353,0.220103,0.186913,0.317280,0.275704,
4,1354,0.182369,0.158979,0.285732,0.372919,
4,1355,0.235167,0.187469,0.341291,0.236073,
4,1356,0.293658,0.164706,0.228122,0.313513,
4,1357,0.271126,0.148490,0.289508,0.290876,
4,1358,0.230484,0.177963,0.264931,0.326622,
4,1359,0.223485,0.180297,0.271901,0.324317,
4,1360,0.210197,0.220070,0.276297,0.293436,
4,1361,0.209314,0.218808,0.242289,0.329589,
4,1362,0.219009,0.212743,0.317745,0.250503,
4,1363,0.121235,0.265670,0.333440,0.279655,
4,1364,0.190493,0.211697,0.298921,0.298889,
4,1365,0.171715,0.267531,0.326131,0.234622,
4,1366,0.188838,0.250591,0.303563,0.257008,
4,1367,0.176532,0.274573,0.286778,0.262117,
4,1368,0.198181,0.220016,0.327386,0.254417,
4,1369,0.182065,0.228401,0.304677,0.284857,
4,1370,0.221874,0.173013,0.332114,0.272999,
4,1371,0.225062,0.177968,0.302611,0.294360,
4,1372,0.207410,0.118862,0.339899,0.333830,
4,1373,0.225282,0.195978,0.304089,0.274651,
4,1374,0.157441,0.260012,0.297767,0.284780,
4,1375,0.225070,0.198254,0.298116,0.278561,
4,1376,0.325905,0.126749,0.276799,0.270547,
4,1377,0.181194,0.229471,0.296647,0.292688,
4,1378,0.226961,0.207540,0.282568,0.282931,
4,1379,0.211083,0.194393,0.255270,0.339255,
4,1380,0.264232,0.174319,0.253447,0.308003,
4,1381,0.210863,0.203625,0.331188,0.254324,
4,1382,0.285462,0.127238,0.276136,0.311164,
4,1383,0.267662,0.174922,0.252266,0.305149,
4,1384,0.219381,0.151121,0.261634,0.367864,
4,1385,0.189761,0.302236,0.281731,0.226272,
4,1386,0.171507,0.225561,0.339628,0.263304,
4,1387,0.183195,0.212011,0.292759,0.312035,
4,1388,0.157177,0.255382,0.314815,0.272625,
4,1389,0.192073,0.225614,0.283110,0.299203,
4,1390,0.231994,0.187583,0.295586,0.284836,
4,1391,0.240521,0.181599,0.268137,0.309742,
4,1392,0.236955,0.187316,0.277931,0.297798,
4,1393,0.302907,0.103525,0.275588,0.317979,
4,1394,0.270112,0.110560,0.258317,0.361011,
4,1395,0.220211,0.132697,0.333406,0.313687,
4,1396,0.203717,0.195715,0.340421,0.260147,
4,1397,0.192559,0.252077,0.290145,0.265218,
4,1398,0.242238,0.140594,0.327015,0.290153,
4,1399,0.303854,0.115106,0.241650,0.339390,
4,1400,0.169251,0.256537,0.339173,0.235039,
4,1401,0.186452,0.226550,0.292056,0.294942,
4,1402,0.175398,0.163503,0.271345,0.389755,
4,1403,0.224206,0.196700,0.245647,0.333447,
4,1404,0.224055,0.242085,0.253780,0.280080,
4,1405,0.227818,0.251269,0.267495,0.253418,
4,1406,0.182391,0.241620,0.291143,0.284847,
4,1407,0.259573,0.208845,0.245293,0.286289,
4,1408,0.224677,0.157906,0.312387,0.305029,
4,1409,0.242780,0.185290,0.314229,0.257701,
4,1410,0.194524,0.202726,0.334758,0.267992,
4,1411,0.198275,0.233737,0.300281,0.267707,
4,1412,0.174959,0.205439,0.301625,0.317978,
4,1413,0.173791,0.247782,0.275332,0.303095,
4,1414,0.173787,0.198567,0.308139,0.319507,
4,1415,0.219393,0.119458,0.401466,0.259683,
4,1416,0.175352,0.162746,0.266130,0.395772,
4,1417,0.198349,0.301877,0.285723,0.214052,
4,1418,0.233511,0.210503,0.292667,0.263319,
4,1419,0.258986,0.138801,0.234847,0.367365,
4,1420,0.289162,0.097650,0.308993,0.304195,
4,1421,0.216888,0.167862,0.244703,0.370547,
4,1422,0.317674,0.140149,0.268330,0.273847,
4,1423,0.158872,0.185027,0.317878,0.338222,
4,1424,0.260732,0.104925,0.287079,0.347264,
4,1425,0.226110,0.176903,0.298856,0.298131,
4,1426,0.191468,0.240125,0.280942,0.287465,
4,1427,0.282901,0.116948,0.271362,0.328788,
4,1428,0.203456,0.188859,0.302077,0.305608,
4,1429,0.243762,0.179103,0.296341,0.280794,
4,1430,0.200665,0.187674,0.269558,0.342103,
4,1431,0.177190,0.200776,0.271451,0.350583,
4,1432,0.169862,0.232821,0.298384,0.298932,
4,1433,0.247572,0.131675,0.352620,0.268134,
4,1434,0.250431,0.156369,0.262317,0.330883,
4,1435,0.254308,0.209147,0.292031,0.244515,
4,1436,0.180700,0.216484,0.319415,0.283401,
4,1437,0.171434,0.231968,0.333382,0.263216,
4,1438,0.177523,0.244294,0.272065,0.306118,
4,1439,0.243758,0.181794,0.312061,0.262388,
4,1440,0.258871,0.182408,0.249642,0.309079,
4,1441,0.210632,0.227895,0.288083,0.273390,
4,1442,0.182474,0.244638,0.292553,0.280335,
4,1443,0.193781,0.242277,0.299818,0.264124,
4,1444,0.226684,0.140114,0.294001,0.339200,
4,1445,0.188207,0.217603,0.323548,0.270642,
4,1446,0.201311,0.218235,0.304148,0.276306,
4,1447,0.208979,0.197618,0.259250,0.334153,
4,1448,0.271370,0.153123,0.263162,0.312346,
4,1449,0.292201,0.198262,0.262503,0.247034,
4,1450,0.207561,0.199821,0.289342,0.303275,
4,1451,0.161660,0.235791,0.350664,0.251885,
4,1452,0.244218,0.170540,0.292083,0.293158,
4,1453,0.195598,0.213722,0.312688,0.277992,
4,1454,0.188528,0.208050,0.308816,0.294605,
4,1455,0.282950,0.075689,0.347045,0.294317,
4,1456,0.218897,0.214100,0.273289,0.293714,
4,1457,0.184514,0.278588,0.244672,0.292225,
4,1458,0.251569,0.107603,0.219966,0.420861,
4,1459,0.214983,0.219448,0.305176,0.260393,
4,1460,0.176553,0.217687,0.319628,0.286132,
4,1461,0.204067,0.199606,0.301245,0.295081,
4,1462,0.163294,0.259610,0.351872,0.225224,
4,1463,0.227591,0.205240,0.262998,0.304171,
4,1464,0.319597,0.108686,0.259420,0.312297,
4,1465,0.188665,0.211179,0.275858,0.324297,
4,1466,0.200628,0.255914,0.270567,0.272891,
4,1467,0.161820,0.152780,0.395747,0.289653,
4,1468,0.253189,0.183330,0.338522,0.224959,
4,1469,0.296299,0.124214,0.278118,0.301369,
4,1470,0.307278,0.230994,0.227338,0.234390,
4,1471,0.206701,0.253922,0.285009,0.254368,
4,1472,0.228169,0.272669,0.298302,0.200860,
4,1473,0.264250,0.164193,0.258051,0.313506,
4,1474,0.279597,0.263315,0.253144,0.203944,
4,1475,0.215898,0.188028,0.287015,0.309059,
4,1476,0.206338,0.089428,0.449323,0.254911,
4,1477,0.177207,0.234983,0.254543,0.333267,
4,1478,0.167925,0.163778,0.265573,0.402724,
4,1479,0.205830,0.212855,0.310666,0.270649,
4,1480,0.248029,0.200815,0.274967,0.276189,
4,1481,0.205494,0.200498,0.305425,0.288583,
4,1482,0.261344,0.175873,0.238030,0.324753,
4,1483,0.198342,0.178467,0.287170,0.336021,
4,1484,0.222125,0.219731,0.286799,0.271346,
4,1485,0.195135,0.099112,0.261485,0.444268,
4,1486,0.285931,0.149018,0.236500,0.328551,
4,1487,0.238640,0.168433,0.274256,0.318671,
4,1488,0.146949,0.250220,0.336638,0.266192,
4,1489,0.188519,0.290089,0.277514,0.243878,
4,1490,0.271133,0.114227,0.288449,0.326191,
4,1491,0.236002,0.099434,0.394045,0.270518,
4,1492,0.204488,0.166181,0.289967,0.339364,
4,1493,0.215714,0.176763,0.306205,0.301318,
4,1494,0.211089,0.179115,0.337849,0.271947,
4,1495,0.217277,0.186310,0.264781,0.331632,
4,1496,0.243253,0.187884,0.252045,0.316817,
4,1497,0.167543,0.242896,0.298006,0.291555,
4,1498,0.263952,0.144353,0.264126,0.327568,
4,1499,0.195183,0.251433,0.332684,0.220700,
4,1500,0.194241,0.164991,0.358884,0.281883,
4,1501,0.149201,0.291834,0.276840,0.282125,
4,1502,0.154273,0.281073,0.302586,0.262067,
4,1503,0.229496,0.178037,0.324168,0.268299,
4,1504,0.202257,0.182687,0.249801,0.365255,
4,1505,0.203120,0.206971,0.304253,0.285657,
4,1506,0.200429,0.198612,0.300002,0.300957,
4,1507,0.189084,0.237075,0.315083,0.258758,
4,1508,0.184143,0.164561,0.285395,0.365900,
4,1509,0.165962,0.164892,0.261383,0.407763,
4,1510,0.197081,0.231788,0.281895,0.289235,
4,1511,0.185230,0.127770,0.408706,0.278294,
4,1512,0.214747,0.230898,0.250007,0.304348,
4,1513,0.244847,0.174970,0.263879,0.316304,
4,1514,0.213144,0.187489,0.246939,0.352428,
4,1515,0.180391,0.193247,0.278532,0.347830,
4,1516,0.175355,0.189387,0.347188,0.288069,
4,1517,0.204867,0.152844,0.251053,0.391236,
4,1518,0.302494,0.153895,0.258585,0.285026,
4,1519,0.141065,0.236852,0.353802,0.268281,
4,1520,0.143601,0.278378,0.301223,0.276798,
4,1521,0.216994,0.109074,0.311311,0.362620,
4,1522,0.271617,0.130613,0.267992,0.329778,
4,1523,0.280871,0.142319,0.272203,0.304607,
4,1524,0.204767,0.226826,0.297062,0.271345,
4,1525,0.178920,0.232291,0.345728,0.243062,
4,1526,0.180883,0.274587,0.273118,0.271412,
4,1527,0.151333,0.271522,0.322989,0.254155,
4,1528,0.178808,0.274768,0.285584,0.260840,
4,1529,0.188715,0.245344,0.303313,0.262628,
4,1530,0.224290,0.214801,0.291110,0.269798,
4,1531,0.198163,0.214967,0.281337,0.305533,
4,1532,0.193974,0.201776,0.330937,0.273313,
4,1533,0.210811,0.200815,0.345629,0.242745,
4,1534,0.200149,0.130398,0.360020,0.309433,
4,1535,0.254615,0.167722,0.282287,0.295375,
4,1536,0.201114,0.255033,0.293844,0.250009,
4,1537,0.219286,0.178418,0.278289,0.324006,
4,1538,0.206727,0.204946,0.290564,0.297762,
4,1539,0.148418,0.354593,0.271390,0.225600,
4,1540,0.182576,0.215881,0.317238,0.284305,
4,1541,0.229315,0.181242,0.325102,0.264341,
4,1542,0.181221,0.238663,0.242749,0.337367,
4,1543,0.176558,0.268286,0.277397,0.277759,
4,1544,0.212719,0.208259,0.260934,0.318088,
4,1545,0.366041,0.122633,0.239055,0.272271,
4,1546,0.222588,0.183999,0.294989,0.298424,
4,1547,0.276178,0.123664,0.256627,0.343531,
4,1548,0.240098,0.216216,0.267681,0.276005,
4,1549,0.233012,0.191552,0.263684,0.311752,
4,1550,0.193473,0.187892,0.343762,0.274873,
4,1551,0.185573,0.245836,0.306024,0.262567,
4,1552,0.196732,0.181359,0.267281,0.354628,
4,1553,0.215226,0.249030,0.265280,0.270465,
4,1554,0.165034,0.232591,0.309525,0.292851,
4,1555,0.269671,0.195911,0.226975,0.307443,
4,1556,0.165892,0.150641,0.265104,0.418364,
4,1557,0.172171,0.266878,0.277134,0.283817,
4,1558,0.194753,0.168023,0.336658,0.300566,
4,1559,0.222001,0.189172,0.220192,0.368634,
4,1560,0.258247,0.235960,0.228829,0.276964,
4,1561,0.212313,0.221929,0.334275,0.231484,
4,1562,0.240051,0.226283,0.327782,0.205884,
4,1563,0.185314,0.124598,0.305330,0.384759,
4,1564,0.200345,0.125100,0.387885,0.286669,
4,1565,0.242655,0.092031,0.318665,0.346649,
4,1566,0.236043,0.154940,0.317461,0.291556,
4,1567,0.233948,0.212545,0.284468,0.269039,
4,1568,0.157604,0.230879,0.361459,0.250058,
4,1569,0.199384,0.208316,0.327619,0.264681,
4,1570,0.261354,0.164471,0.296822,0.277353,
4,1571,0.233829,0.220768,0.292927,0.252476,
4,1572,0.330179,0.118372,0.273367,0.278082,
4,1573,0.179210,0.220857,0.363929,0.236004,
4,1574,0.207868,0.196463,0.321515,0.274154,
4,1575,0.242336,0.190592,0.256378,0.310693,
4,1576,0.212521,0.150601,0.295233,0.341645,
4,1577,0.220368,0.162770,0.359631,0.257231,
4,1578,0.257842,0.123603,0.319967,0.298587,
4,1579,0.236113,0.192551,0.267390,0.303946,
4,1580,0.233740,0.166725,0.325116,0.274420,
4,1581,0.309030,0.109662,0.343250,0.238059,
4,1582,0.160365,0.230527,0.305315,0.303793,
4,1583,0.163368,0.266828,0.328989,0.240816,
4,1584,0.256120,0.203103,0.226977,0.313800,
4,1585,0.284057,0.136967,0.290473,0.288503,
4,1586,0.256890,0.118997,0.320557,0.303555,
4,1587,0.300551,0.130180,0.275624,0.293645,
4,1588,0.255928,0.212231,0.320994,0.210846,
4,1589,0.218605,0.225701,0.266284,0.289411,
4,1590,0.297085,0.132352,0.268285,0.302278,
4,1591,0.333502,0.117332,0.242462,0.306704,
4,1592,0.209275,0.241747,0.250837,0.298140,
4,1593,0.230853,0.150663,0.297184,0.321300,
4,1594,0.241801,0.181787,0.320030,0.256382,
4,1595,0.206847,0.227178,0.290278,0.275697,
4,1596,0.186071,0.225338,0.319440,0.269152,
4,1597,0.269520,0.190345,0.256025,0.284110,
4,1598,0.195333,0.194945,0.282117,0.327605,
4,1599,0.187034,0.193139,0.314866,0.304961,
4,1600,0.224495,0.179121,0.327911,0.268473,
4,1601,0.226072,0.197686,0.249936,0.326306,
4,1602,0.268276,0.120507,0.333934,0.277283,
4,1603,0.183851,0.204865,0.289677,0.321607,
4,1604,0.198426,0.216474,0.292866,0.292234,
4,1605,0.187987,0.205589,0.272797,0.333628,
4,1606,0.184288,0.242884,0.293063,0.279765,
4,1607,0.146019,0.217606,0.350456,0.285918,
4,1608,0.184432,0.206048,0.252929,0.356591,
4,1609,0.191477,0.224480,0.299372,0.284671,
4,1610,0.189758,0.217577,0.294853,0.297811,
4,1611,0.204124,0.120397,0.362220,0.313259,
4,1612,0.258247,0.141119,0.236546,0.364088,
4,1613,0.232528,0.137741,0.268280,0.361451,
4,1614,0.192871,0.199095,0.362466,0.245568,
4,1615,0.237063,0.234708,0.270029,0.258200,
4,1616,0.236425,0.168735,0.288846,0.305994,
4,1617,0.280349,0.106640,0.254105,0.358906,
4,1618,0.240788,0.162220,0.244953,0.352040,
4,1619,0.268136,0.132309,0.287910,0.311645,
4,1620,0.201180,0.177290,0.304719,0.316811,
4,1621,0.160526,0.218532,0.330512,0.290430,
4,1622,0.203065,0.164609,0.326449,0.305878,
4,1623,0.166347,0.191195,0.345278,0.297180,
4,1624,0.169932,0.237678,0.304782,0.287607,
4,1625,0.247238,0.172523,0.303396,0.276843,
4,1626,0.184294,0.247099,0.286664,0.281942,
4,1627,0.258827,0.226974,0.252318,0.261881,
4,1628,0.236590,0.196428,0.269209,0.297774,
4,1629,0.203506,0.189139,0.348601,0.258754,
4,1630,0.268750,0.164307,0.266141,0.300802,
4,1631,0.212934,0.164966,0.271419,0.350681,
4,1632,0.239890,0.251203,0.233613,0.275294,
4,1633,0.200976,0.169271,0.246436,0.383317,
4,1634,0.237435,0.189916,0.299823,0.272827,
4,1635,0.261606,0.126933,0.218890,0.392571,
4,1636,0.177961,0.157407,0.261645,0.402987,
4,1637,0.191067,0.238698,0.294724,0.275511,
4,1638,0.216799,0.233610,0.293519,0.256072,
4,1639,0.175357,0.168269,0.275973,0.380401,
4,1640,0.258683,0.155553,0.268027,0.317737,
4,1641,0.186578,0.285258,0.280150,0.248014,
4,1642,0.262293,0.199813,0.317998,0.219895,
4,1643,0.161424,0.248901,0.295655,0.294020,
4,1644,0.174855,0.202157,0.328921,0.294067,
4,1645,0.261702,0.219790,0.251557,0.266951,
4,1646,0.237573,0.233030,0.262848,0.266548,
4,1647,0.169871,0.116515,0.431513,0.282101,
4,1648,0.241624,0.164929,0.329481,0.263966,
